Region,Country20,Year,Trade_Balance_m,Exports_m,Imports_m
North East,Canada,2021,-89.49,63.38,152.87
North East,Canada,2022,-61.46,99.84,161.3
North East,Canada,2023,12.58,106.43,93.85
North East,Canada,2024,15.37,93.06,77.7
North East,China,2016,-679.57,347.22,1026.79
North East,China,2017,-727.8,406.8,1134.6
North East,China,2018,-808.88,327.78,1136.65
North East,China,2019,-891.17,325.52,1216.68
North East,China,2020,-548.12,486.97,1035.09
North East,China,2021,-912.73,328.71,1241.44
North East,China,2022,-1165.79,377.9,1543.69
North East,China,2023,-1177.04,297.29,1474.33
North East,China,2024,-1280.81,457.97,1738.78
North East,France,2016,-844.27,441.91,1286.17
North East,France,2017,-671.72,575.34,1247.06
North East,France,2018,-615.19,636.96,1252.15
North East,France,2019,-817.72,628.72,1446.43
North East,France,2020,-686.55,474.24,1160.79
North East,France,2021,-116.38,813.37,929.75
North East,France,2022,-5.09,956.26,961.35
North East,France,2023,-310.13,971.41,1281.54
North East,France,2024,-462,733.92,1195.92
North East,Germany,2016,-683.56,1235.46,1919.02
North East,Germany,2017,-781.93,1161.23,1943.15
North East,Germany,2018,-654.11,1201.96,1856.08
North East,Germany,2019,-819.08,1163.37,1982.45
North East,Germany,2020,-539.21,1225.64,1764.85
North East,Germany,2021,-39.51,1405.8,1445.31
North East,Germany,2022,158.38,1498.09,1339.71
North East,Germany,2023,-148.57,1390.31,1538.87
North East,Germany,2024,-272.97,1126.41,1399.38
North East,India,2016,-102.59,105.45,208.04
North East,India,2017,-84.71,137.34,222.05
North East,India,2018,-83.43,137.49,220.92
North East,India,2019,-20.74,175.28,196.02
North East,India,2020,36.1,187.37,151.27
North East,India,2021,-65.3,139.79,205.09
North East,India,2022,-116.94,147.98,264.91
North East,India,2023,-114.65,152.84,267.49
North East,India,2024,-109.35,141.18,250.53
North East,Ireland,2016,148.99,411.04,262.04
North East,Ireland,2017,227.53,455.52,227.98
North East,Ireland,2018,271.55,473.54,201.99
North East,Ireland,2019,256.03,455.4,199.38
North East,Ireland,2020,263.8,443.12,179.32
North East,Ireland,2021,257.23,405.77,148.54
North East,Ireland,2022,313.97,492.31,178.34
North East,Ireland,2023,324.09,469.52,145.43
North East,Ireland,2024,261.43,419.24,157.81
North East,Italy,2016,159.1,565.48,406.37
North East,Italy,2017,209.06,653.47,444.4
North East,Italy,2018,187.6,656.42,468.83
North East,Italy,2019,-23.01,592.91,615.92
North East,Italy,2020,30.88,498.79,467.91
North East,Italy,2021,33.91,504.59,470.68
North East,Italy,2022,131.36,620.54,489.18
North East,Italy,2023,379.66,899.85,520.19
North East,Italy,2024,181.97,736.2,554.24
North East,Japan,2016,-454.78,208.19,662.97
North East,Japan,2017,-657.68,254.83,912.51
North East,Japan,2018,-842.8,268.8,1111.59
North East,Japan,2019,-662.99,355.04,1018.03
North East,Japan,2020,-142.35,408.23,550.58
North East,Japan,2021,-297.7,353.58,651.29
North East,Japan,2022,-616.44,342.13,958.57
North East,Japan,2023,-976.9,237.91,1214.82
North East,Japan,2024,-877.59,275.76,1153.36
North East,Netherlands,2016,804.62,1708.39,903.77
North East,Netherlands,2017,529.4,1446.94,917.54
North East,Netherlands,2018,398.52,1530.83,1132.3
North East,Netherlands,2019,601.44,1637.69,1036.26
North East,Netherlands,2020,448.77,1302.26,853.5
North East,Netherlands,2021,151.19,1101.47,950.29
North East,Netherlands,2022,-915.16,991.64,1906.79
North East,Netherlands,2023,-353.66,1097.66,1451.33
North East,Netherlands,2024,-111.87,1242.19,1354.06
North East,Norway,2016,36.44,213.86,177.42
North East,Norway,2017,87.76,184.84,97.09
North East,Norway,2018,242.77,354.37,111.6
North East,Norway,2019,196.04,307.8,111.75
North East,Norway,2020,102.17,255.45,153.28
North East,Norway,2021,-253.51,203.74,457.25
North East,Norway,2022,-554.2,537.66,1091.86
North East,Norway,2023,-767.62,231.71,999.33
North East,Norway,2024,-779.73,143.28,923.01
North East,Poland,2016,-118.92,259.98,378.91
North East,Poland,2017,49.12,442.88,393.77
North East,Poland,2018,14,416.42,402.42
North East,Poland,2019,-23.62,377.66,401.28
North East,Poland,2020,-55.12,294.01,349.14
North East,Poland,2021,-29.57,245.16,274.73
North East,Poland,2022,-23.58,269.3,292.88
North East,Poland,2023,-67.12,297.67,364.79
North East,Poland,2024,-28.03,330.18,358.21
North East,Rest of EU,2016,-178.11,780.1,958.19
North East,Rest of EU,2017,-179.31,798.74,978.06
North East,Rest of EU,2018,-381.51,797.55,1179.06
North East,Rest of EU,2019,-404.23,864.28,1268.54
North East,Rest of EU,2020,-170.95,838.68,1009.64
North East,Rest of EU,2021,-32.25,882.51,914.77
North East,Rest of EU,2022,123.65,956.2,832.57
North East,Rest of EU,2023,46.41,973.69,927.28
North East,Rest of EU,2024,22.78,957.28,934.5
North East,Rest of world,2016,721.29,2433.16,1711.92
North East,Rest of world,2017,832.74,2740.64,1907.89
North East,Rest of world,2018,306.23,2537.85,2231.64
North East,Rest of world,2019,327.13,2444.22,2117.13
North East,Rest of world,2020,208.61,2145.14,1936.55
North East,Rest of world,2021,-195.31,2101.74,2297.09
North East,Rest of world,2022,-235.5,2397.32,2632.88
North East,Rest of world,2023,587.68,2461.5,1873.82
North East,Rest of world,2024,767.82,2761.09,1993.25
North East,Singapore,2016,99.01,129.09,30.09
North East,Singapore,2017,81.69,111.31,29.62
North East,Singapore,2018,87.05,122.09,35.04
North East,Singapore,2019,44.98,95.22,50.24
North East,Singapore,2020,10.63,75.66,65.02
North East,Singapore,2021,-12.15,69.17,81.32
North East,Singapore,2022,21.76,106.31,84.54
North East,Singapore,2023,41.41,93.12,51.71
North East,Singapore,2024,56.66,116.19,59.53
North East,Spain,2016,-63.43,782.54,845.97
North East,Spain,2017,-19.97,890.45,910.42
North East,Spain,2018,164.23,972.27,808.04
North East,Spain,2019,121.9,1038.49,916.59
North East,Spain,2020,69.56,635.16,565.6
North East,Spain,2021,133.52,540.55,407.03
North East,Spain,2022,166.55,576.05,409.5
North East,Spain,2023,203.24,726.15,522.9
North East,Spain,2024,240.15,705.73,465.58
North East,Sweden,2016,156.24,364.81,208.57
North East,Sweden,2017,169.55,369.76,200.22
North East,Sweden,2018,213.28,379.68,166.4
North East,Sweden,2019,207.68,355.91,148.23
North East,Sweden,2020,170.79,301.69,130.9
North East,Sweden,2021,151.9,308.77,156.87
North East,Sweden,2022,102.65,342.43,239.77
North East,Sweden,2023,118.15,323.71,205.56
North East,Sweden,2024,109.26,276.89,167.63
North East,Switzerland,2016,19.85,78.62,58.78
North East,Switzerland,2017,24.36,79.49,55.14
North East,Switzerland,2018,20.6,75.8,55.2
North East,Switzerland,2019,14.56,67.89,53.34
North East,Switzerland,2020,23.92,120.43,96.5
North East,Switzerland,2021,-42.28,138.18,180.46
North East,Switzerland,2022,-75.23,155.35,230.58
North East,Switzerland,2023,-19.7,104,123.7
North East,Switzerland,2024,10.89,126.3,115.41
North East,United States,2016,104.47,918.75,814.28
North East,United States,2017,280.33,1063.86,783.53
North East,United States,2018,256.05,1102.65,846.6
North East,United States,2019,157.94,1211.95,1054
North East,United States,2020,31.41,1145.34,1113.92
North East,United States,2021,335.11,1354.89,1019.78
North East,United States,2022,389.68,1408.45,1018.77
North East,United States,2023,851.67,1724.83,873.16
North East,United States,2024,1178.92,2108.37,929.45
North West,Australia,2016,266.04,352.38,86.34
North West,Australia,2017,319.39,404.71,85.32
North West,Australia,2018,347.29,435.21,87.92
North West,Australia,2019,321.33,409.67,88.34
North West,Australia,2020,376.77,457.94,81.16
North West,Australia,2021,290.3,389.12,98.83
North West,Australia,2022,347.77,446.81,99.04
North West,Australia,2023,394.29,468.73,74.44
North West,Australia,2024,332.32,403.27,70.95
North West,Belgium,2016,-1568.53,869.25,2437.78
North West,Belgium,2017,-955.31,946.48,1901.79
North West,Belgium,2018,-885.7,956.11,1841.81
North West,Belgium,2019,-892.91,1085.71,1978.62
North West,Belgium,2020,-657,1031.89,1688.89
North West,Belgium,2021,-17.81,1692.16,1709.97
North West,Belgium,2022,-669.88,1478.67,2148.55
North West,Belgium,2023,-767.5,1423.32,2190.82
North West,Belgium,2024,-1336.52,1733,3069.52
North West,Canada,2016,-123.92,337.65,461.57
North West,Canada,2017,-163.33,333.59,496.92
North West,Canada,2018,60.55,578.64,518.09
North West,Canada,2019,12.82,490,477.19
North West,Canada,2020,-52.88,356.54,409.42
North West,Canada,2021,-265.54,290.75,556.28
North West,Canada,2022,-199.61,531.84,731.44
North West,Canada,2023,-409.14,485.98,895.12
North West,Canada,2024,-441.04,358.19,799.23
North West,China,2016,-2609.94,1657.28,4267.22
North West,China,2017,-2644.03,1773.16,4417.19
North West,China,2018,-2841.3,1612.76,4454.06
North West,China,2019,-3115.27,1525.71,4640.98
North West,China,2020,-2982.4,1662.46,4644.86
North West,China,2021,-4151.19,1816.88,5968.06
North West,China,2022,-5394.03,1881.49,7275.52
North West,China,2023,-4357.3,1661.77,6019.06
North West,China,2024,-4392.45,1775.11,6167.56
North West,France,2016,-225.44,1526.67,1752.11
North West,France,2017,-332.02,1676.02,2008.04
North West,France,2018,-264.37,1683.64,1948.01
North West,France,2019,-321.4,1806.82,2128.22
North West,France,2020,-190.54,1475.42,1665.97
North West,France,2021,-563.39,1389.39,1952.79
North West,France,2022,-1045.65,1558.04,2603.68
North West,France,2023,-1474.76,1539.93,3014.7
North West,France,2024,-1053.7,1621.21,2674.91
North West,Germany,2016,-1818.78,3171.2,4989.98
North West,Germany,2017,-2159.76,3390.42,5550.18
North West,Germany,2018,-2506.6,3225.23,5731.83
North West,Germany,2019,-2554.92,3101.46,5656.38
North West,Germany,2020,-2143,2632.76,4775.76
North West,Germany,2021,-2118.16,2856.51,4974.67
North West,Germany,2022,-2627.06,3178.16,5805.22
North West,Germany,2023,-3776.51,3045.56,6822.07
North West,Germany,2024,-2858.43,2770.91,5629.34
North West,India,2016,-347.37,262.7,610.07
North West,India,2017,-364.86,281.37,646.23
North West,India,2018,-317.58,331.97,649.55
North West,India,2019,-364.95,313.06,678.01
North West,India,2020,-316.37,240.17,556.54
North West,India,2021,-421.3,355.45,776.75
North West,India,2022,-366.82,467.75,834.57
North West,India,2023,-351.22,460.8,812.01
North West,India,2024,-322.21,412.36,734.57
North West,Ireland,2016,827.19,1598.77,771.57
North West,Ireland,2017,925.14,1827.47,902.33
North West,Ireland,2018,864.59,1831.77,967.17
North West,Ireland,2019,908.49,1806.87,898.38
North West,Ireland,2020,1022.96,1815.58,792.62
North West,Ireland,2021,884.71,1610.01,725.3
North West,Ireland,2022,1390.66,2202.63,811.97
North West,Ireland,2023,1598.94,2399.02,800.09
North West,Ireland,2024,907.78,1876.31,968.53
North West,Italy,2016,-597.69,906.56,1504.24
North West,Italy,2017,-713.37,914.45,1627.82
North West,Italy,2018,-769.01,916.27,1685.28
North West,Italy,2019,-964.66,894.94,1859.61
North West,Italy,2020,-893.9,772.8,1666.69
North West,Italy,2021,-871.39,890.7,1762.09
North West,Italy,2022,-1439.14,925.09,2364.24
North West,Italy,2023,-1326.46,897.03,2223.49
North West,Italy,2024,-1102.44,830.89,1933.34
North West,Japan,2016,99.73,414.79,315.05
North West,Japan,2017,68.26,438.04,369.78
North West,Japan,2018,38.7,412.69,373.99
North West,Japan,2019,65.09,379.36,314.27
North West,Japan,2020,117.08,354.5,237.41
North West,Japan,2021,220.13,520.57,300.44
North West,Japan,2022,99.94,499.77,399.84
North West,Japan,2023,51.29,448.07,396.78
North West,Japan,2024,145.5,580.26,434.76
North West,Netherlands,2016,-1303.69,1667.52,2971.21
North West,Netherlands,2017,-1635.65,1556.19,3191.84
North West,Netherlands,2018,-1541.32,1780.88,3322.19
North West,Netherlands,2019,-1475.99,1867.33,3343.32
North West,Netherlands,2020,-1449.23,1515.46,2964.69
North West,Netherlands,2021,126.98,2732.54,2605.57
North West,Netherlands,2022,-1646.23,3226.4,4872.63
North West,Netherlands,2023,-2037.64,2696.43,4734.06
North West,Netherlands,2024,-1815.3,2689.28,4504.58
North West,Norway,2016,-43.64,162.8,206.44
North West,Norway,2017,-231.89,183.75,415.64
North West,Norway,2018,-252.97,158.65,411.61
North West,Norway,2019,-256.78,186.39,443.17
North West,Norway,2020,-337.16,202.5,539.67
North West,Norway,2021,-682.62,158.91,841.53
North West,Norway,2022,-294.05,187.43,481.48
North West,Norway,2023,-307.61,193.6,501.21
North West,Norway,2024,-925.32,232.21,1157.53
North West,Poland,2016,-212.36,477.04,689.4
North West,Poland,2017,-332.46,544.27,876.72
North West,Poland,2018,-318.79,547.92,866.71
North West,Poland,2019,-327.62,550.81,878.43
North West,Poland,2020,-350.43,503.9,854.33
North West,Poland,2021,-223.47,543.65,767.12
North West,Poland,2022,-271.06,606.35,877.41
North West,Poland,2023,-422.58,579.94,1002.53
North West,Poland,2024,-445.19,600.27,1045.45
North West,Rest of EU,2016,-954.59,1726.21,2680.78
North West,Rest of EU,2017,-998.76,1890.59,2889.36
North West,Rest of EU,2018,-1736.66,1862.54,3599.2
North West,Rest of EU,2019,-1422.86,1834.3,3257.18
North West,Rest of EU,2020,-1245.29,1618.13,2863.41
North West,Rest of EU,2021,-1935.22,1687.37,3622.56
North West,Rest of EU,2022,-1321.91,1953.26,3275.15
North West,Rest of EU,2023,-1661.01,1778.02,3439.04
North West,Rest of EU,2024,-1631.65,1658.56,3290.2
North West,Rest of world,2016,-221.56,6020.79,6242.32
North West,Rest of world,2017,-388.42,6571.52,6959.91
North West,Rest of world,2018,-2029.16,5826.78,7855.91
North West,Rest of world,2019,-1867.28,4976.77,6844.07
North West,Rest of world,2020,-1033.32,4598.28,5631.61
North West,Rest of world,2021,-1403.6,5665.82,7069.41
North West,Rest of world,2022,-1430.14,6865.94,8296.08
North West,Rest of world,2023,-271.93,6831.6,7103.49
North West,Rest of world,2024,-1243.13,5817.27,7060.38
North West,Singapore,2016,149.83,318.93,169.1
North West,Singapore,2017,137.26,313.85,176.59
North West,Singapore,2018,103.42,293.26,189.84
North West,Singapore,2019,166.58,304.3,137.72
North West,Singapore,2020,169.64,294.09,124.45
North West,Singapore,2021,177.37,292.08,114.71
North West,Singapore,2022,188.07,313.01,124.94
North West,Singapore,2023,264.26,369.57,105.3
North West,Singapore,2024,302.25,390.09,87.84
North West,Spain,2016,-110.19,925.97,1036.16
North West,Spain,2017,-44.72,947.3,992.02
North West,Spain,2018,-62.83,1007.98,1070.8
North West,Spain,2019,-145.27,967.75,1113.02
North West,Spain,2020,-87.51,877.33,964.84
North West,Spain,2021,-506.27,787.01,1293.28
North West,Spain,2022,-645.3,977.48,1622.78
North West,Spain,2023,-427.58,1026.89,1454.46
North West,Spain,2024,-627.46,1197.46,1824.91
North West,Sweden,2016,-241.36,409.78,651.14
North West,Sweden,2017,-208.31,470.38,678.68
North West,Sweden,2018,-105.06,482.21,587.27
North West,Sweden,2019,-153.79,382.6,536.4
North West,Sweden,2020,-23.86,381.56,405.42
North West,Sweden,2021,17.28,447.17,429.89
North West,Sweden,2022,-344.41,454.84,799.25
North West,Sweden,2023,-128.32,432.4,560.72
North West,Sweden,2024,5.45,533.27,527.82
North West,Switzerland,2016,107.77,364.52,256.76
North West,Switzerland,2017,103.36,350.41,247.05
North West,Switzerland,2018,105.89,355.21,249.32
North West,Switzerland,2019,138.63,400.91,262.29
North West,Switzerland,2020,87.65,298.35,210.71
North West,Switzerland,2021,-107.84,380.5,488.34
North West,Switzerland,2022,-114.51,418.3,532.82
North West,Switzerland,2023,-89.33,358.95,448.28
North West,Switzerland,2024,7.65,351.91,344.26
North West,United States,2016,2406.18,4646,2239.82
North West,United States,2017,1526.97,3916.54,2389.57
North West,United States,2018,1194.54,3590.46,2395.92
North West,United States,2019,1273.24,4021.57,2748.33
North West,United States,2020,539.23,3211.1,2671.87
North West,United States,2021,1364.94,4220.35,2855.41
North West,United States,2022,439.1,4692.17,4253.07
North West,United States,2023,1664.7,4778.66,3113.96
North West,United States,2024,1099.11,4914.16,3815.06
Northern Ireland,Australia,2016,59.61,75.42,15.82
Northern Ireland,Australia,2017,95.74,125.13,29.4
Northern Ireland,Australia,2018,127.71,156.77,29.06
Northern Ireland,Australia,2019,167.21,189.25,22.04
Northern Ireland,Australia,2020,106.85,117.51,10.65
Northern Ireland,Australia,2021,145.95,154.31,8.35
Northern Ireland,Australia,2022,182.15,194.33,12.18
Northern Ireland,Australia,2023,240.71,254.58,13.87
Northern Ireland,Australia,2024,163.21,176.4,13.19
Northern Ireland,Belgium,2016,-60.84,132.12,192.96
Northern Ireland,Belgium,2017,-69.75,158.28,228.03
Northern Ireland,Belgium,2018,-49.83,204.84,254.66
Northern Ireland,Belgium,2019,-148.14,197.41,345.55
Northern Ireland,Belgium,2020,-97.26,210.73,307.99
Northern Ireland,Belgium,2021,-107.19,178.97,286.15
Northern Ireland,Belgium,2022,-125.13,234.28,359.4
Northern Ireland,Belgium,2023,111.46,426.69,315.23
Northern Ireland,Belgium,2024,-6.21,324.64,330.85
Northern Ireland,Canada,2016,322.02,363,40.98
Northern Ireland,Canada,2017,433.43,482.32,48.89
Northern Ireland,Canada,2018,462.2,517.56,55.36
Northern Ireland,Canada,2019,561.76,596.06,34.3
Northern Ireland,Canada,2020,383.23,413.19,29.95
Northern Ireland,Canada,2021,290.74,325.5,34.75
Northern Ireland,Canada,2022,366.8,403.16,36.35
Northern Ireland,Canada,2023,473.69,510.62,36.92
Northern Ireland,Canada,2024,453.48,499.54,46.06
Northern Ireland,China,2016,-495.44,127.8,623.24
Northern Ireland,China,2017,-498.23,167.34,665.57
Northern Ireland,China,2018,-514.63,167.94,682.57
Northern Ireland,China,2019,-554.44,170.57,725.01
Northern Ireland,China,2020,-534.46,136.47,670.93
Northern Ireland,China,2021,-662.6,141.93,804.52
Northern Ireland,China,2022,-866.11,127.38,993.49
Northern Ireland,China,2023,-719.77,143.9,863.66
Northern Ireland,China,2024,-857.38,124.79,982.17
Northern Ireland,France,2016,84.09,391.02,306.93
Northern Ireland,France,2017,90.81,446.86,356.05
Northern Ireland,France,2018,26.54,398.47,371.93
Northern Ireland,France,2019,81.92,401.9,319.98
Northern Ireland,France,2020,53.76,290.09,236.33
Northern Ireland,France,2021,36.99,267.22,230.24
Northern Ireland,France,2022,0.42,337.42,337
Northern Ireland,France,2023,43.86,394.84,350.98
Northern Ireland,France,2024,82.86,418.94,336.09
Northern Ireland,Germany,2016,-119.7,384.08,503.79
Northern Ireland,Germany,2017,-151.68,402.68,554.36
Northern Ireland,Germany,2018,-76.85,456.79,533.64
Northern Ireland,Germany,2019,-84.68,468.4,553.08
Northern Ireland,Germany,2020,-114.95,333.66,448.61
Northern Ireland,Germany,2021,-157.69,325.98,483.67
Northern Ireland,Germany,2022,-174.76,360.12,534.89
Northern Ireland,Germany,2023,-114.42,508.03,622.45
Northern Ireland,Germany,2024,-183.49,471.25,654.73
Northern Ireland,India,2016,-64.6,17.47,82.07
Northern Ireland,India,2017,-71.14,25.5,96.64
Northern Ireland,India,2018,-73.51,24.81,98.32
Northern Ireland,India,2019,-78.44,26.05,104.49
Northern Ireland,India,2020,-61.3,22.67,83.97
Northern Ireland,India,2021,-71.81,49.79,121.6
Northern Ireland,India,2022,-107.93,32.46,140.38
Northern Ireland,India,2023,-82.21,39.51,121.72
Northern Ireland,India,2024,-59.98,64.88,124.86
Northern Ireland,Ireland,2016,422.91,2367.95,1945.05
Northern Ireland,Ireland,2017,829.07,2881.41,2052.33
Northern Ireland,Ireland,2018,1003.61,3204.54,2200.93
Northern Ireland,Ireland,2019,815.15,3216.62,2401.48
Northern Ireland,Ireland,2020,884.25,3115.56,2231.32
Northern Ireland,Ireland,2021,407.16,3253.61,2846.45
Northern Ireland,Ireland,2022,338.31,3818.97,3480.66
Northern Ireland,Ireland,2023,725.06,4164.15,3439.08
Northern Ireland,Ireland,2024,864.41,4422.06,3557.65
Northern Ireland,Italy,2016,-92.58,97.25,189.83
Northern Ireland,Italy,2017,-154.28,104.36,258.64
Northern Ireland,Italy,2018,-189.77,117.13,306.9
Northern Ireland,Italy,2019,-214.41,106.89,321.29
Northern Ireland,Italy,2020,-149.96,96.92,246.88
Northern Ireland,Italy,2021,-172.89,109.39,282.28
Northern Ireland,Italy,2022,-179.09,134.09,313.18
Northern Ireland,Italy,2023,-176.32,158.58,334.9
Northern Ireland,Italy,2024,-213.01,143.72,356.72
Northern Ireland,Japan,2016,-82.57,53.01,135.58
Northern Ireland,Japan,2017,-99.71,55.11,154.82
Northern Ireland,Japan,2018,-88.13,59.63,147.76
Northern Ireland,Japan,2019,-78.19,65.5,143.69
Northern Ireland,Japan,2020,-41.19,56.1,97.28
Northern Ireland,Japan,2021,-26.52,63,89.52
Northern Ireland,Japan,2022,23.63,114.78,91.16
Northern Ireland,Japan,2023,-12.54,107.72,120.26
Northern Ireland,Japan,2024,-25.87,77.2,103.07
Northern Ireland,Netherlands,2016,-325.75,236.23,561.97
Northern Ireland,Netherlands,2017,-380.41,280.99,661.4
Northern Ireland,Netherlands,2018,-425.57,232.06,657.63
Northern Ireland,Netherlands,2019,-399.2,285.39,684.59
Northern Ireland,Netherlands,2020,-310.4,304.4,614.8
Northern Ireland,Netherlands,2021,-153.1,343.31,496.42
Northern Ireland,Netherlands,2022,-161.35,452.39,613.74
Northern Ireland,Netherlands,2023,-206.29,411.85,618.14
Northern Ireland,Netherlands,2024,-258.27,369.08,627.35
Northern Ireland,Norway,2016,19.88,29.39,9.51
Northern Ireland,Norway,2017,24.92,33.57,8.66
Northern Ireland,Norway,2018,28.15,41.14,13
Northern Ireland,Norway,2019,27.28,35.02,7.74
Northern Ireland,Norway,2020,25.36,34.53,9.17
Northern Ireland,Norway,2021,12.65,34.1,21.45
Northern Ireland,Norway,2022,65.51,88.06,22.55
Northern Ireland,Norway,2023,63.04,80.92,17.87
Northern Ireland,Norway,2024,59.07,75.35,16.28
Northern Ireland,Poland,2016,1.89,93.14,91.25
Northern Ireland,Poland,2017,-7.3,94.78,102.08
Northern Ireland,Poland,2018,-4.72,108.9,113.62
Northern Ireland,Poland,2019,-18.38,99.56,117.94
Northern Ireland,Poland,2020,-1.45,79.07,80.53
Northern Ireland,Poland,2021,-12.89,65.07,77.96
Northern Ireland,Poland,2022,-1.48,96.16,97.64
Northern Ireland,Poland,2023,19.96,123.88,103.92
Northern Ireland,Poland,2024,31.84,132.38,100.53
Northern Ireland,Rest of EU,2016,12.96,309.74,296.79
Northern Ireland,Rest of EU,2017,60.46,388.73,328.28
Northern Ireland,Rest of EU,2018,98.73,444.03,345.31
Northern Ireland,Rest of EU,2019,56.8,401.33,344.53
Northern Ireland,Rest of EU,2020,17.01,321.61,304.6
Northern Ireland,Rest of EU,2021,-22.19,335.48,357.68
Northern Ireland,Rest of EU,2022,-63.84,411.28,475.12
Northern Ireland,Rest of EU,2023,-70.73,453.59,524.31
Northern Ireland,Rest of EU,2024,-80.43,425.86,506.3
Northern Ireland,Rest of world,2016,337.72,1107.6,769.87
Northern Ireland,Rest of world,2017,417.69,1270.42,852.73
Northern Ireland,Rest of world,2018,445.75,1321.17,875.48
Northern Ireland,Rest of world,2019,492.9,1331.36,838.46
Northern Ireland,Rest of world,2020,399.1,1085.75,686.65
Northern Ireland,Rest of world,2021,229.47,1086.47,856.98
Northern Ireland,Rest of world,2022,110.29,1158.09,1047.8
Northern Ireland,Rest of world,2023,226.01,1203.44,977.43
Northern Ireland,Rest of world,2024,199.69,1179.36,979.7
Northern Ireland,Singapore,2016,54.07,61.13,7.06
Northern Ireland,Singapore,2017,56.26,63.71,7.46
Northern Ireland,Singapore,2018,84.46,91.53,7.07
Northern Ireland,Singapore,2019,99.11,104.88,5.77
Northern Ireland,Singapore,2020,56.12,65.18,9.06
Northern Ireland,Singapore,2021,63.56,78.74,15.18
Northern Ireland,Singapore,2022,52.75,66.04,13.29
Northern Ireland,Singapore,2023,51.32,61.52,10.21
Northern Ireland,Singapore,2024,80.32,98.22,17.9
Northern Ireland,Spain,2016,-27.76,123.08,150.84
Northern Ireland,Spain,2017,-21.17,155.71,176.88
Northern Ireland,Spain,2018,-7.92,170.3,178.22
Northern Ireland,Spain,2019,-22.47,169.94,192.41
Northern Ireland,Spain,2020,-47.08,123,170.08
Northern Ireland,Spain,2021,-30.35,157.6,187.95
Northern Ireland,Spain,2022,-97.07,160.06,257.13
Northern Ireland,Spain,2023,-22.73,241.5,264.23
Northern Ireland,Spain,2024,34.62,263.17,228.55
Northern Ireland,Sweden,2016,-16.53,45.57,62.1
Northern Ireland,Sweden,2017,-33,45.86,78.86
Northern Ireland,Sweden,2018,-42.51,54.79,97.29
Northern Ireland,Sweden,2019,-43.22,50.27,93.49
Northern Ireland,Sweden,2020,-73.12,35,108.12
Northern Ireland,Sweden,2021,-53.41,42.9,96.3
Northern Ireland,Sweden,2022,-50.15,47.66,97.8
Northern Ireland,Sweden,2023,-58.48,42.42,100.9
Northern Ireland,Sweden,2024,-30.41,85.67,116.08
Northern Ireland,Switzerland,2016,47.43,73.35,25.92
Northern Ireland,Switzerland,2017,36.97,55.7,18.73
Northern Ireland,Switzerland,2018,32.31,56.09,23.78
Northern Ireland,Switzerland,2019,42.98,67.1,24.12
Northern Ireland,Switzerland,2020,43.93,64.83,20.9
Northern Ireland,Switzerland,2021,21.94,51.97,30.02
Northern Ireland,Switzerland,2022,12.69,40.93,28.25
Northern Ireland,Switzerland,2023,76.24,105,28.77
Northern Ireland,Switzerland,2024,34.2,58.77,24.57
Northern Ireland,United States,2016,837.5,1734.42,896.92
Northern Ireland,United States,2017,704.42,1462.8,758.38
Northern Ireland,United States,2018,273.17,1078.99,805.81
Northern Ireland,United States,2019,379.56,1165.39,785.82
Northern Ireland,United States,2020,398.21,967.39,569.19
Northern Ireland,United States,2021,385.1,908.7,523.6
Northern Ireland,United States,2022,410.99,1050.46,639.47
Northern Ireland,United States,2023,696.68,1531.87,835.19
Northern Ireland,United States,2024,925.74,1678.51,752.77
Scotland,Australia,2016,277.1,355.4,78.31
Scotland,Australia,2017,259.5,351.21,91.71
Scotland,Australia,2018,263.53,335.3,71.77
Scotland,Australia,2019,276.63,351.57,74.93
Scotland,Australia,2020,259.28,320.63,61.35
Scotland,Australia,2021,259.65,333.07,73.41
Scotland,Australia,2022,297.08,382.47,85.39
Scotland,Australia,2023,239.48,306.4,66.93
Scotland,Australia,2024,328.36,403.57,75.2
Scotland,Belgium,2016,-113.72,540.27,653.99
Scotland,Belgium,2017,-108.55,618.46,727.01
Scotland,Belgium,2018,-10.73,717.05,727.78
Scotland,Belgium,2019,-185.2,552.11,737.31
Scotland,Belgium,2020,-224.89,484.41,709.3
Scotland,Belgium,2021,-111.47,596.18,707.65
Scotland,Belgium,2022,-302.41,713.58,1015.99
Scotland,Belgium,2023,-295.74,581.9,877.64
Scotland,Belgium,2024,-333.72,535.74,869.46
Scotland,Canada,2016,136.85,382.22,245.37
Scotland,Canada,2017,328.56,561.27,232.72
Scotland,Canada,2018,333.51,572.51,239
Scotland,Canada,2019,179.52,408.25,228.73
Scotland,Canada,2020,223.72,400.62,176.9
Scotland,Canada,2021,156.43,411,254.57
Scotland,Canada,2022,190.93,511.23,320.29
Scotland,Canada,2023,135.91,477.88,341.97
Scotland,Canada,2024,153.05,421.85,268.8
Scotland,China,2016,-935.8,1578.09,2513.89
Scotland,China,2017,-505.85,2228.05,2733.9
Scotland,China,2018,-1433.24,1457.15,2890.39
Scotland,China,2019,1685.74,4532.05,2846.3
Scotland,China,2020,-1183.77,1836.92,3020.69
Scotland,China,2021,-2527.36,1052.13,3579.49
Scotland,China,2022,-2882.11,825.2,3707.32
Scotland,China,2023,-2353.62,805.16,3158.78
Scotland,China,2024,-1706.1,1133.54,2839.64
Scotland,France,2016,525.59,1430.19,904.6
